Term,CRN,Subject,Course Number,TITLE,CREDIT_HOURS,Type,LOC,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Primary Instructor
Fall 2016,10718,EDU,270.101,Special Topics/Edu,1,LEC,LS 129,M,,,,,,,"Davenport, Joan"
Fall 2016,10719,PSY,221.101,Child/Adol Develop,3,LEC,LS 304,,T,,R,,,,"Reed, Mary Kay"
Fall 2016,10720,PSY,223.101,Early Child Develp,3,LEC,CH 227,,T,,R,,,,"Hess, Lisa"
Fall 2016,10721,PSY,227.101,Child Exceptionalts,3,LEC,LS 302,M,,W,,F,,,"Engler, Jennifer"
Fall 2016,10722,PSY,227.102,Child Exceptionalts,3,LEC,LS 302,M,,W,,F,,,"Engler, Jennifer"
Fall 2016,10723,PSY,230.101,Abnormal Psych,3,LEC,LS 311,M,,W,,F,,,"Strassle, Carla"
Fall 2016,10724,PSY,230.102,Abnormal Psych,3,LEC,LS 312,M,,W,,F,,,"Strassle, Carla"
Fall 2016,10725,PSY,243.101,Social Psychology,3,LEC,LS 301,,T,,R,,,,"Druen, Perri"
Fall 2016,10726,PSY,243.102,Social Psychology,3,LEC,LS 301,,T,,R,,,,"Druen, Perri"
Fall 2016,10727,EDU,270.102,Special Topics/Edu,1,LEC,LS 129,M,,,,,,,"Davenport, Joan"
Fall 2016,10728,PSY,250.101,Multicultural Aware,3,LEC,LS 312,M,,W,,F,,,"Shedlosky, Randi"
Fall 2016,10729,MED,500.101,Continuous Enroll,0,CE, ,,,,,,,,"Staff, "
Fall 2016,10730,PSY,270.101,Design Analysis I,3,LEC,LS 301,M,,W,,F,,,"Landau, Joshua"
Fall 2016,10731,PSY,270.102,Design Analysis I,3,LEC,LS 301,M,,W,,F,,,"Landau, Joshua"
Fall 2016,10732,PSY,271.101,Design Analysis II,3,LEC,LS 301,M,,W,,,,,"Staff, "
Fall 2016,10733,PSY,307.101,Cognitive Psych,3,LEC,LS 301,,T,,R,,,,"Landau, Joshua"
Fall 2016,10734,MED,502.801,Adv Educ Psych,3,LEC,LS 310,,T,,,,,,"Trimmer, Leslie"
Fall 2016,10735,PSY,321.101,Developmental Sci,3,LEC,LS 310,,T,,R,,,,"Reed, Mary Kay"
Fall 2016,10736,PSY,330.101,Adult Psychopathlgy,3,LEC,LS 311,,T,,R,,,,"Strassle, Carla"
Fall 2016,10737,PSY,370.101,Desgn Analy III,3,LEC,LS 329,M,,W,,,,,"Druen, Perri"
Fall 2016,10738,PSY,370.102,Desgn Analy III,3,LEC,LS 329,,T,,R,,,,"Druen, Perri"
Fall 2016,10739,PSY,421.101,Cooperative Intern,3,INT,LS 303,,,,,F,,,"Strassle, Carla"
Fall 2016,10740,PSY,422.101,Cooperative Intern,3,INT, ,,,,,,,,"Staff, "
Fall 2016,10741,PSY,431.101,Sr Teaching Pract,1,PRA, ,,,,,,,,"Engler, Jennifer"
Fall 2016,10742,NUR,202.102,Nutrition,3,LEC,DHL 143,,T,,R,,,,"Wood, Michelle"
Fall 2016,10743,PSY,431.102,Sr Teaching Pract,1,PRA, ,,,,,,,,"Engler, Jennifer"
Fall 2016,10744,PSY,441.101,Consl Theors/Psych,3,LEC,LS 310,,T,,R,,,,"Strassle, Carla"
Fall 2016,10745,MED,504.801,Group Processes/Ed,3,LEC,LS 129,,,W,,,,,"Duckworth, Kevin"
Fall 2016,10746,NUR,202.103,Nutrition,3,LEC,DHL 143,,T,,R,,,,"Wood, Michelle"
Fall 2016,10747,PSY,472.101,History/Systems,3,LEC,LS 335,,T,,R,,,,"Reed, Mary Kay"
Fall 2016,10748,PSY,472.102,History/Systems,3,LEC,LS 311,,T,,R,,,,"Reed, Mary Kay"
Fall 2016,10749,NUR,210.101,Basic Princpls,5,LEC,DHL 123,M,,W,,,,,"Ruth-Sahd, Lisa"
Fall 2016,10750,PSY,472.103,History/Systems,3,LEC,LS 335,,T,,R,,,,"Reed, Mary Kay"
Fall 2016,10751,PSY,490.101,Psychology Seminar,3,LEC,LS 329,,T,,R,,,,"Strassle, Carla"
Fall 2016,10752,SOC,100.101,Intro Sociology,3,LEC,LS 304,M,,W,,F,,,"Langley, Michael"
Fall 2016,10753,NUR,210.102,Basic Princpls,5,LEC,DHL 123,M,,W,,,,,"Ruth-Sahd, Lisa"
Fall 2016,10754,MED,520.801,Adv Psych of Rdg,3,LEC,LS 142,,,,R,,,,"Dammann, Stacey"
Fall 2016,10755,NUR,211.501,Basic Prin Clinical,0,CLN,DHL 112,,T,,,,,,"Schneider, Melissa"
Fall 2016,10756,SOC,100.102,Intro Sociology,3,LEC,LS 304,M,,W,,F,,,"Langley, Michael"
Fall 2016,10757,SOC,100.103,Intro Sociology,3,LEC,LS 311,M,,W,,F,,,"Collamer, Patricia"
Fall 2016,10758,SOC,100.104,Intro Sociology,3,LEC,LS 311,M,,W,,F,,,"Collamer, Patricia"
Fall 2016,10759,SOC,100.105,Intro Sociology,3,LEC,LS 301,M,,W,,F,,,"Jacob, Steven"
Fall 2016,10760,WRT,230.101,Publication Mgmt I,3,LEC,HUM 9,M,,W,,F,,,"Kurowski, Travis"
Fall 2016,10761,SOC,100.106,Intro Sociology,3,LEC,LS 311,M,,W,,F,,,"Schreiber, Tanya"
Fall 2016,10763,CRW,272.101,Intro Creative Wrt,3,LEC,HUM 21,M,,W,,F,,,"Bitzel, Amity"
Fall 2016,10764,MED,526.101,Clin Prct/Diag/Assm,3,PRA, ,,,,,,,,"Dammann, Stacey"
Fall 2016,10765,SOC,100.108,Intro Sociology,3,LEC,LS 312,,T,,R,,,,"Christine, Allison"
Fall 2016,10766,SOC,100.109,Intro Sociology,3,LEC,CH 303,,T,,R,,,,"Christine, Allison"
Fall 2016,10767,CRW,272.102,Intro Creative Wrt,3,LEC,HUM 21,M,,W,,F,,,"Bitzel, Amity"
Fall 2016,10768,NUR,211.502,Basic Prin Clinical,0,CLN,DHL 112,,,,R,,,,"Ruth-Sahd, Lisa"
Fall 2016,10769,SOC,100.11,Intro Sociology,3,LEC,CH 231,,T,,R,,,,"Brenner, Adrienne"
Fall 2016,10770,MED,527.101,Clin Pract/Corr/Rem,3,PRA, ,,,,,,,,"Dammann, Stacey"
Fall 2016,10771,CRW,272.103,Intro Creative Wrt,3,LEC,HUM 145,,T,,R,,,,"Grippi, Vito"
Fall 2016,10772,MED,565.801,School Financl Mgmt,3,LEC,LS 127,,,W,,,,,"Soltis, Gerald"
Fall 2016,10773,SOC,100.111,Intro Sociology,3,LEC,CH 227,,T,,R,,,,"Brenner, Adrienne"
Fall 2016,10775,CRW,272.801,Intro Creative Wrt,3,LEC,HUM 144,,T,,,,,,"Kurowski, Travis"
Fall 2016,10776,MED,594.101,Admin Internship,3,INT,SCHOOL DIST,,,,,,,,"Monteith, Philip"
Fall 2016,10777,WRT,330.101,Publication Mgmt II,3,LEC,HUM 9,M,,W,,F,,,"Kurowski, Travis"
Fall 2016,10778,SOC,100.112,Intro Sociology,3,LEC,CH 231,,T,,R,,,,"Harrop-Stein, Christine"
Fall 2016,10779,SOC,100.801,Intro Sociology,3,LEC,LS 312,M,,,,,,,"Bitner, Amy"
Fall 2016,10780,CRW,372.101,Poetry Writing,3,LEC,HUM 228,,T,,R,,,,"Kurowski, Travis"
Fall 2016,10781,NUR,300.101,Pharmacology,3,LEC,DHL 143,M,,W,,,,,"Lutter, Stacy"
Fall 2016,10782,SOC,201.801,Family Violence,3,LEC,LS 311,,,W,,,,,"Azzaro, Richard"
Fall 2016,10783,CRW,380.101,Literary Publishing,3,LEC,HUM 9,M,,W,,F,,,"Kurowski, Travis"
Fall 2016,10784,SOC,210.101,Drug/Alcohol Addctn,3,LEC,LS 304,,T,,R,,,,"Doll, Clair"
Fall 2016,10785,WRT,430.101,Publicatn Mgmt III,3,LEC,HUM 9,M,,W,,F,,,"Kurowski, Travis"
Fall 2016,10786,SOC,210.801,Drug/Alcohol Addctn,3,LEC,LS 311,,,,R,,,,"Doll, Clair"
Fall 2016,10787,SOC,220.101,Am Social Problems,3,LEC,LS 312,,T,,R,,,,"Steck, Laura"
Fall 2016,10788,FCO,105.101,Rhetorical Comm,3,LEC,HUM 228,M,,W,,F,,,"Carsey, Kerrie"
Fall 2016,10789,SOC,220.102,Am Social Problems,3,LEC,LS 129,,T,,R,,,,"Steck, Laura"
Fall 2016,10790,NUR,300.102,Pharmacology,3,LEC,DHL 143,M,,W,,,,,"Masters, Kelli"
Fall 2016,10793,SOC,225.801,The Family,3,LEC,LS 311,,T,,,,,,"Staff, "
Fall 2016,10794,NUR,304.101,Hlth Assmnt Prof Nurs,3,LEC,DHL 124,,T,,,,,,"Wool, Charlotte"
Fall 2016,10795,FCO,105.102,Rhetorical Comm,3,LEC,LS 127,,T,,R,,,,"Mutzabaugh, Elizabeth"
Fall 2016,10796,WGS,225.801,The Family,3,LEC,LS 311,,T,,,,,,"Staff, "
Fall 2016,10797,FCO,105.103,Rhetorical Comm,3,LEC,HUM 16,,T,,R,,,,"Lilley, Walter"
Fall 2016,10798,FCO,105.104,Rhetorical Comm,3,LEC,HUM 230,,T,,R,,,,"Amberg, Julie"
Fall 2016,10799,SOC,230.101,Dev of Soc Theory,3,LEC,LS 310,M,,W,,F,,,"Bittner, Gary"
Fall 2016,10800,FCO,105.105,Rhetorical Comm,3,LEC,HUM 21,,T,,R,,,,"Eshelman, Nancy"
Fall 2016,10801,SOC,230.102,Dev of Soc Theory,3,LEC,LS 310,M,,W,,F,,,"Bittner, Gary"
Fall 2016,10802,FCO,210.101,Comm Prof Cultures,3,LEC,HUM 143,M,,W,,F,,,"Solymos, Barbara"
Fall 2016,10803,SOC,301.101,Environmental Soc,3,LEC,LS 331,M,,W,,F,,,"Jacob, Steven"
Fall 2016,10804,FCO,210.102,Comm Prof Cultures,3,LEC,HUM 142,M,,W,,F,,,"Solymos, Barbara"
Fall 2016,10805,SOC,310.101,Soc/Organizations,3,LEC,LS 301,M,,W,,F,,,"Jacob, Steven"
Fall 2016,10806,SOC,315.801,Ethnic/Minorities,3,LEC,LS 312,,T,,,,,,"Steck, Laura"
Fall 2016,10807,SOC,320.101,Criminology,3,LEC,LS 312,M,,W,,F,,,"Bitner, Amy"
Fall 2016,10808,SOC,336.101,Quant Res Methods,3,LEC,LS 301,,T,,R,,,,"Jacob, Steven"
Fall 2016,10809,MED,595.101,Admin Internship I,2,INT,SCHOOL DIST,,,,,,,,"Monteith, Philip"
Fall 2016,10810,SOC,375.101,Soc Stratification,3,LEC,LS 310,,T,,R,,,,"Steck, Laura"
Fall 2016,10811,FCO,210.103,Comm Prof Cultures,3,LEC,HUM 206,M,,W,,F,,,"Dunham, Elizabeth"
Fall 2016,10812,SOC,420.101,Selected Topics,3,LEC,LS 310,M,,W,,F,,,"Richard, Cynthia"
Fall 2016,10813,FCO,210.104,Comm Prof Cultures,3,LEC,HUM 21,M,,W,,F,,,"Dunham, Elizabeth"
Fall 2016,10814,SOC,436.101,App Volunteer Mgmt,3,LEC,LS 310,M,,W,,F,,,"Steck, Laura"
Fall 2016,10815,SOC,495.101,Sociology Internshp,3,INT,LS 335,,,W,,,,,"Steck, Laura"
Fall 2016,10816,MED,596.101,Admin Internship II,2,INT,SCHOOL DIST,,,,,,,,"Monteith, Philip"
Fall 2016,10817,FCO,210.105,Comm Prof Cultures,3,LEC,HUM 9,M,,W,,F,,,"Lazarus, Andrea"
Fall 2016,10818,FCO,210.106,Comm Prof Cultures,3,LEC,HUM 205,M,,W,,F,,,"Lazarus, Andrea"
Fall 2016,10819,FCO,210.107,Comm Prof Cultures,3,LEC,HUM 16,,T,,R,,,,"Magee, Craig"
Fall 2016,10820,FCO,210.108,Comm Prof Cultures,3,LEC,HUM 9,,T,,R,,,,"Magee, Craig"
Fall 2016,10821,FCO,215.101,Tech/Scientfc Comm,3,LEC,HUM 9,M,,W,,F,,,"Mirasol, Madeline"
Fall 2016,10822,MLE,201.101,Field Experience I,2,PRA,SCHOOL DIST,,,,,F,,,"Hesson, Nicole"
Fall 2016,10823,FCO,215.102,Tech/Scientfc Comm,3,LEC,HUM 9,M,,W,,F,,,"Cutrufello, Gabriel"
Fall 2016,10824,FCO,215.103,Tech/Scientfc Comm,3,LEC,HUM 20,M,,W,,F,,,"Mirasol, Madeline"
Fall 2016,10825,MLE,475.101,Dir Prof Educ Exp,1,PRA, ,,,,,,,,"Glusco, Amy"
Fall 2016,10826,FCO,215.104,Tech/Scientfc Comm,3,LEC,HUM 9,M,,W,,F,,,"Cutrufello, Gabriel"
Fall 2016,10827,FCO,215.105,Tech/Scientfc Comm,3,LEC,CH 227,M,,W,,F,,,"Zerbe, Michael"
Fall 2016,10828,FCO,215.106,Tech/Scientfc Comm,3,LEC,HUM 9,M,,W,,F,,,"Zerbe, Michael"
Fall 2016,10829,FCO,215.107,Tech/Scientfc Comm,3,LEC,HUM 9,M,,W,,,,,"Waddell, Samuel"
Fall 2016,10830,FCO,215.108,Tech/Scientfc Comm,3,LEC,HUM 9,,T,,R,,,,"Waddell, Samuel"
Fall 2016,10831,FCO,215.109,Tech/Scientfc Comm,3,LEC,HUM 9,,T,,R,,,,"Waddell, Samuel"
Fall 2016,10832,FCO,215.11,Tech/Scientfc Comm,3,LEC,HUM 16,,T,,R,,,,"Staff, "
Fall 2016,10833,MLE,495.101,Student Teaching,10,PRA,SCHOOL DIST,,,,,,,,"Glusco, Amy"
Fall 2016,10834,FCO,225.101,Interdiscplnry Comm,3,LEC,LS 127,M,,W,,F,,,"Smith, Erec"
Fall 2016,10835,ART,101.101,Art/Visual Culture,3,LEC,WOLF 316,M,,W,,F,,,"Staff, "
Fall 2016,10836,SE,201.101,Field Exp 1,2,PRA,SCHOOL DIST,,,,,F,,,"DeSantis, Joshua"
Fall 2016,10837,ART,101.102,Art/Visual Culture,3,LEC,WOLF 316,M,,W,,F,,,"Hemzik, Pamela"
Fall 2016,10838,ART,101.103,Art/Visual Culture,3,LEC,WOLF 316,M,,W,,F,,,"Hemzik, Pamela"
Fall 2016,10839,ART,101.104,Art/Visual Culture,3,LEC,WOLF 316,,T,,R,,,,"Staff, "
Fall 2016,10840,ART,101.105,Art/Visual Culture,3,LEC,WOLF 316,,T,,R,,,,"Harzinski, Kristofer"
Fall 2016,10841,ART,101.801,Art/Visual Culture,3,LEC,WOLF 316,,T,,R,,,,"Harzinski, Kristofer"
Fall 2016,10842,ART,101.802,Art/Visual Culture,3,LEC,WOLF 316,M,,,,,,,"Yacovelli, Terri"
Fall 2016,10843,ART,200.101,Intro Graphic Design,3,LEC,WOLF 400,,T,,R,,,,"Rodgers, Melanie"
Fall 2016,10844,ART,200.102,Intro Graphic Design,3,LEC,WOLF 400,,T,,R,,,,"Rodgers, Melanie"
Fall 2016,10845,ART,204.101,Survey West Art I,3,LEC,WOLF 316,,T,,R,,,,"Staff, "
Fall 2016,10846,ART,205.101,Survey West Art II,3,LEC,WOLF 316,,T,,R,,,,"Hemzik, Pamela"
Fall 2016,10847,ART,206.101,Elements Comp Graph,3,LEC,WOLF 412,M,,W,,,,,"DelMarcelle, Adam"
Fall 2016,10848,SE,210.101,Educ Tech Mid/Sec,3,LEC,LS 101,M,,W,,F,,,"DeSantis, Joshua"
Fall 2016,10849,ART,206.102,Elements Comp Graph,3,LEC,WOLF 412,M,,W,,,,,"DelMarcelle, Adam"
Fall 2016,10850,FCO,225.102,Interdiscplnry Comm,3,LEC,HUM 20,,T,,R,,,,"Cope, Emily"
Fall 2016,10851,ART,207.101,Intro Art Therapy,3,LEC,WOLF 316,,T,,R,,,,"Stabley, Karen"
Fall 2016,10852,FCO,225.103,Interdiscplnry Comm,3,LEC,HUM 20,,T,,R,,,,"Cope, Emily"
Fall 2016,10853,ART,208.101,Intro Letterpress,3,LEC,MVA 4,,,,,F,,,"Patterson, Troy"
Fall 2016,10854,FLM,216.101,Intro to Film,3,LEC,HUM 218,M,,W,,F,,,"Harlacher, Justin"
Fall 2016,10855,ART,210.101,Design I,3,LEC,WOLF 318,,T,,R,,,,"Noble, Jay"
Fall 2016,10856,FLM,216.102,Intro to Film,3,LEC,HUM 218,M,,W,,F,,,"Harlacher, Justin"
Fall 2016,10857,ART,215.101,Drawing I,3,LEC,WOLF 402,M,,W,,,,,"Fryar, Michael"
Fall 2016,10858,FLM,216.103,Intro to Film,3,LEC,HUM 218,,T,,R,,,,"Olney, Alexander"
Fall 2016,10859,ART,215.102,Drawing I,3,LEC,WOLF 402,M,,W,,,,,"Fryar, Michael"
Fall 2016,10860,FLM,216.104,Intro to Film,3,LEC,HUM 218,,T,,R,,,,"Olney, Alexander"
Fall 2016,10861,ART,215.103,Drawing I,3,LEC,WOLF 402,M,,W,,,,,"Staff, "
Fall 2016,10862,SE,220.101,Curriculum Develop,3,LEC,LS 129,M,,W,,F,,,"Hesson, Nicole"
Fall 2016,10863,ART,215.104,Drawing I,3,LEC,WOLF 402,,T,,R,,,,"Todenhoft, Mary"
Fall 2016,10864,ART,265.101,Drawing II,3,LEC,WOLF 402,,T,,R,,,,"Todenhoft, Mary"
Fall 2016,10865,ART,315.101,Drawing III,3,LEC,WOLF 402,,T,,R,,,,"Todenhoft, Mary"
Fall 2016,10866,ART,365.101,Drawing IV,3,LEC,WOLF 402,,T,,R,,,,"Todenhoft, Mary"
Fall 2016,10867,FRN,101.101,Elem French I,3,LEC,HUM 207,M,,W,,F,,,"Eskridge, Donna"
Fall 2016,10868,ART,215.801,Drawing I,3,LEC,WOLF 402,M,,W,,,,,"Savage, Neil"
Fall 2016,10869,FRN,101.102,Elem French I,3,LEC,HUM 142,,T,,R,,,,"Herr, Peggy"
Fall 2016,10870,ART,216.801,Figure Drawing I,3,LEC,WOLF 402,,T,,R,,,,"Noble, Jay"
Fall 2016,10871,ART,266.801,Figure Drawing II,3,LEC,WOLF 402,,T,,R,,,,"Noble, Jay"
Fall 2016,10872,FRN,102.101,Elem French II,3,LEC,HUM 207,M,,W,,F,,,"Eskridge, Donna"
Fall 2016,10873,ART,316.801,Figure Drawing III,3,LEC,WOLF 402,,T,,R,,,,"Noble, Jay"
Fall 2016,10874,FRN,201.101,Inter French I,3,LEC,HUM 207,M,,W,,F,,,"Eskridge, Donna"
Fall 2016,10875,FRN,203.101,French for Business,3,LEC,HUM 140,,T,,R,,,,"Herr, Peggy"
Fall 2016,10876,ART,366.801,Figure Drawing IV,3,LEC,WOLF 402,,T,,R,,,,"Noble, Jay"
Fall 2016,10877,GRM,101.101,Elem German I,3,LEC,HUM 140,M,,W,,F,,,"Boldt, Mary"
Fall 2016,10878,ART,220.101,Painting I,3,LEC,WOLF 402,,T,,R,,,,"Fryar, Michael"
Fall 2016,10879,GRM,101.102,Elem German I,3,LEC,HUM 140,M,,W,,F,,,"Boldt, Mary"
Fall 2016,10880,ART,320.101,Painting III,3,LEC,WOLF 402,,T,,R,,,,"Fryar, Michael"
Fall 2016,10881,GRM,201.101,Inter German I,3,LEC,HUM 140,M,,W,,F,,,"Boldt, Mary"
Fall 2016,10882,ART,370.101,Painting IV,3,LEC,WOLF 402,,T,,R,,,,"Fryar, Michael"
Fall 2016,10883,GRM,205.101,Inter German Convs,3,LEC,HUM 145,,T,,R,,,,"Boldt, Mary"
Fall 2016,10884,HUM,381.101,Science Fiction,3,LEC,CH 229,,T,,R,,,,"Zerbe, Michael"
Fall 2016,10885,ART,220.102,Painting I,3,LEC,WOLF 402,,T,,R,,,,"Fryar, Michael"
Fall 2016,10886,ART,270.101,Painting II,3,LEC,WOLF 402,,T,,R,,,,"Fryar, Michael"
Fall 2016,10887,INT,101.101,Intro Indo/Eur,3,LEC,HUM 142,M,,W,,F,,,"Kauffman, Charles"
Fall 2016,10888,INT,101.801,Intro Indo/Eur,3,LEC,HUM 142,,T,,,,,,"Kauffman, Charles"
Fall 2016,10889,ART,223.101,Illustration I,3,LEC,WOLF 318,M,,W,,,,,"Rodgers, Melanie"
Fall 2016,10890,INT,201.101,Intro World Lang,3,LEC,HUM 142,M,,W,,F,,,"Kauffman, Charles"
Fall 2016,10891,ART,273.101,Illustration II,3,LEC,WOLF 318,M,,W,,,,,"Rodgers, Melanie"
Fall 2016,10892,ITL,101.101,Elem Italian I,3,LEC,HUM 128,,T,,R,,,,"Gargotta, Agostino"
Fall 2016,10893,ART,323.101,Illustration III,3,LEC,WOLF 318,M,,W,,,,,"Rodgers, Melanie"
Fall 2016,10894,LAT,101.101,Elem Latin I,3,LEC,HUM 204,M,,W,,F,,,"Myers, Harriet"
Fall 2016,10895,ART,373.101,Illustration IV,3,LEC,WOLF 318,M,,W,,,,,"Rodgers, Melanie"
Fall 2016,10897,ART,230.101,Sculpture I,3,LEC,WOLF 208,M,,W,,,,,"Drogoul, Laure"
Fall 2016,10898,LIT,200.101,Perspectives/Lit,3,LEC,HUM 142,M,,W,,F,,,"Staff, "
Fall 2016,10899,ART,280.101,Sculpture II,3,LEC,WOLF 208,M,,W,,,,,"Drogoul, Laure"
Fall 2016,10900,LIT,200.102,Perspectives/Lit,3,LEC,HUM 206,M,,W,,F,,,"Gulden, Leslie"
Fall 2016,10901,ART,330.101,Sculpture III,3,LEC,WOLF 208,M,,W,,,,,"Drogoul, Laure"
Fall 2016,10902,LIT,200.103,Perspectives/Lit,3,LEC,HUM 144,M,,W,,F,,,"Sharif, Rafi"
Fall 2016,10903,ART,380.101,Sculpture IV,3,LEC,WOLF 208,M,,W,,,,,"Drogoul, Laure"
Fall 2016,10904,LIT,200.104,Perspectives/Lit,3,LEC,HUM 127,,T,,R,,,,"Siegel, Gerald"
Fall 2016,10905,ART,231.101,Concepts of Design,3,LEC,WOLF 318,,T,,R,,,,"Todenhoft, Mary"
Fall 2016,10906,ART,231.801,Concepts of Design,3,LEC,WOLF 316,,T,,R,,,,"Todenhoft, Mary"
Fall 2016,10907,LIT,281.101,Amer Lit/Identity I,3,LEC,CH 236,M,,W,,F,,,"Amberg, Julie"
Fall 2016,10908,ART,234.101,Concepts/Sculpture,3,LEC,WOLF 208,,T,,R,,,,"Harzinski, Kristofer"
Fall 2016,10909,LIT,281.102,Amer Lit/Identity I,3,LEC,HUM 230,M,,W,,F,,,"Amberg, Julie"
Fall 2016,10910,LIT,282.101,Amer Lit/Identity II,3,LEC,HUM 128,,T,,R,,,,"Siegel, Gerald"
Fall 2016,10911,LIT,285.101,Eur Lit to 1600,3,LEC,HUM 144,M,,W,,F,,,"Vause, Deborah"
Fall 2016,10912,ART,235.101,Concpts Comp Grhcs,3,LEC,PAC 184,,T,,R,,,,"Thompson, William"
Fall 2016,10913,LIT,291.101,Short Story,3,LEC,HUM 230,,T,,R,,,,"Grippi, Vito"
Fall 2016,10914,ART,235.801,Concpts Comp Grhcs,3,LEC,PAC 184,M,,W,,,,,"DelMarcelle, Adam"
Fall 2016,10915,LIT,323.101,Shakespeare I,3,LEC,HUM 126,,T,,R,,,,"DelliCarpini, Dominic"
Fall 2016,10916,ART,245.101,Photography I,3,LEC,WOLF 103,M,,W,,,,,"Campbell, Denise"
Fall 2016,10917,SE,352.801,Tchg Soc St/Sec Sch,3,LEC,LS 101,,T,,,,,,"DeSantis, Joshua"
Fall 2016,10918,ART,245.102,Photography I,3,LEC,WOLF 103,M,,W,,,,,"Lobdell, Daniel"
Fall 2016,10919,LIT,344.101,Love and Sex in Lit,3,LEC,HUM 144,,T,,R,,,,"Amberg, Julie"
Fall 2016,10920,LIT,389.101,Postcolonial Theory,3,LEC,HUM 204,M,,W,,F,,,"Taylor, Victor"
Fall 2016,10921,SE,353.801,Teaching English,3,LEC,LS 102,,T,,,,,,"Speelman, Rebecca"
Fall 2016,10922,ART,245.103,Photography I,3,LEC,WOLF 103,,T,,R,,,,"Penn, Katherine"
Fall 2016,10923,LIT,393.101,Literature & Film,3,LEC,HUM 218,M,,W,,,,,"Olney, Alexander"
Fall 2016,10924,PHL,221.101,Intro Philosophy,3,LEC,HUM 141,M,,W,,F,,,"Taylor, Victor"
Fall 2016,10925,PHL,221.102,Intro Philosophy,3,LEC,HUM 141,M,,W,,F,,,"Layman, David"
Fall 2016,10926,ART,245.104,Photography I,3,LEC,WOLF 103,,T,,R,,,,"Staff, "
Fall 2016,10927,SE,354.801,Tch Science/Sec Sch,3,LEC,LS 126,,T,,,,,,"Hesson, Nicole"
Fall 2016,10928,ART,246.101,Digital Photography,3,LEC,PAC 184,M,,W,,,,,"Lobdell, Daniel"
Fall 2016,10929,NUR,304.102,Hlth Assmnt Prof Nurs,3,LEC,DHL 124,,,,R,,,,"Bare, Susan"
Fall 2016,10930,PHL,221.103,Intro Philosophy,3,LEC,HUM 129,M,,W,,F,,,"Layman, David"
Fall 2016,10931,ART,246.102,Digital Photography,3,LEC,PAC 184,M,,W,,,,,"Lobdell, Daniel"
Fall 2016,10932,NUR,305.501,Hlth Asmnt Clinical,0,CLN,DHL 116,,T,,,,,,"Staff, "
Fall 2016,10933,SE,355.801,Teaching Math,3,LEC,CH 229,,T,,,,,,"Linebaugh, Brenda"
Fall 2016,10934,ART,246.103,Digital Photography,3,LEC,PAC 184,,T,,R,,,,"Campbell, Matthew"
Fall 2016,10935,ART,247.801,Digital Image,3,LEC,WOLF 400,M,,W,,,,,"Campbell, Matthew"
Fall 2016,10936,ART,247.802,Digital Image,3,LEC,WOLF 400,,T,,R,,,,"Campbell, Matthew"
Fall 2016,10937,SE,460.101,Comm/Legal Isssues,3,LEC,LS 101,,T,,R,,,,"Speelman, Rebecca"
Fall 2016,10938,ART,284.101,Jewelry/Sm Sculpt I,3,LEC,WOLF 208,,T,,R,,,,"Thompson, William"
Fall 2016,10939,ART,294.101,Jewelry/Sm Sculp II,3,LEC,WOLF 208,,T,,R,,,,"Thompson, William"
Fall 2016,10940,SE,475.101,Dir Prof Educ Exp,1,PRA, ,,,,,,,,"Glusco, Amy"
Fall 2016,10941,ART,287.101,Printmaking I,3,LEC,WOLF 102,,T,,R,,,,"Schiavone, Joanne"
Fall 2016,10942,PHL,221.104,Intro Philosophy,3,LEC,HUM 130,,T,,R,,,,"Cleary, Richard"
Fall 2016,10943,SE,480.101,Focused Studies,2,PRA, ,,,,,,,,"Glusco, Amy"
Fall 2016,10944,ART,291.101,Printmaking II,3,LEC,WOLF 102,,T,,R,,,,"Schiavone, Joanne"
Fall 2016,10945,PHL,221.105,Intro Philosophy,3,LEC,CH 236,,T,,R,,,,"Cleary, Richard"
Fall 2016,10946,ART,290.101,Print Production,3,LEC,WOLF 400,M,,W,,,,,"Patterson, Troy"
Fall 2016,10947,PHL,221.106,Intro Philosophy,3,LEC,HUM 141,,T,,R,,,,"Ciocco, Gary"
Fall 2016,10948,SE,493.101,Studnt Asstnc Semnr,1,LEC,LS 127,M,,,,,,,"Leese, Donna"
Fall 2016,10949,NUR,305.502,Hlth Asmnt Clinical,0,CLN,DHL 113,,,,R,,,,"Staff, "
Fall 2016,10950,PHL,222.101,Critical Thinking,3,LEC,HUM 127,M,,W,,F,,,"Bradnick, David"
Fall 2016,10951,ART,290.102,Print Production,3,LEC,WOLF 400,M,,W,,,,,"Patterson, Troy"
Fall 2016,10952,ART,293.101,Book Arts,3,LEC,WOLF 102,,T,,R,,,,"Schiavone, Joanne"
Fall 2016,10953,PHL,222.102,Critical Thinking,3,LEC,CH 223,M,,W,,F,,,"Catt, Isaac"
Fall 2016,10954,SE,494.801,Professional Pract,2,MND,LS 127,M,,,,,,,"Staff, "
Fall 2016,10955,PHL,222.103,Critical Thinking,3,LEC,CH 223,M,,W,,F,,,"Catt, Isaac"
Fall 2016,10956,ART,295.101,Photography II,3,LEC,WOLF 103,M,,W,,,,,"Campbell, Denise"
Fall 2016,10957,PHL,222.104,Critical Thinking,3,LEC,HUM 143,M,,W,,F,,,"Bradnick, David"
Fall 2016,10958,ART,296.101,Publication Design,3,LEC,WOLF 412,,T,,R,,,,"Patterson, Troy"
